,IFIT1
scperb_Pval,0.05971104600031212
scgen_Pval,0.0022345535830905487
CVAE_Pval,6.046370182112576e-37
STGAN_Pval,4.388504373478955e-84
sc-WGAN_Pval,2.969876229524787e-99
