name,our_pv,scgen_pv,diff
C3AR1,2.55E-87,5.64E-84,-5.64E-84
PPA2,5.93E-88,5.67E-84,-5.67E-84
POLR3H,5.93E-88,5.67E-84,-5.67E-84
PLEKHA1,5.93E-88,5.67E-84,-5.67E-84
MBIP,5.93E-88,5.67E-84,-5.67E-84
INPP5K,5.93E-88,5.67E-84,-5.67E-84
TNRC6C,3.56E-93,6.32E-84,-6.32E-84
BBS4,3.56E-93,6.32E-84,-6.32E-84
PDE6D,3.56E-93,6.32E-84,-6.32E-84
DUSP10,3.56E-93,6.32E-84,-6.32E-84
DHX16,3.56E-93,6.32E-84,-6.32E-84
LDLRAP1,1.26E-83,1.91E-83,-6.44E-84
PLEK,2.26E-98,9.68E-84,-9.68E-84
GABPA,1.06E-97,9.86E-84,-9.86E-84
TRIM39,1.06E-97,9.86E-84,-9.86E-84
C9orf37,1.06E-97,9.86E-84,-9.86E-84
CCL4,2.26E-98,9.86E-84,-9.86E-84
CAPN10-AS1,2.26E-98,9.86E-84,-9.86E-84
NF1,2.26E-98,9.86E-84,-9.86E-84
FRMD8,2.26E-98,9.86E-84,-9.86E-84
ZNF669,2.26E-98,9.86E-84,-9.86E-84
XXbac-B135H6.18,9.26E-100,9.86E-84,-9.86E-84
AC004158.2,4.63E-102,9.86E-84,-9.86E-84
ATP6V0A4,2.33E-100,9.86E-84,-9.86E-84
CTU2,1.97E-86,1.00E-83,-9.98E-84
THAP2,5.43E-89,1.00E-83,-1.00E-83
MIS18A,5.43E-89,1.00E-83,-1.00E-83
CMTR2,5.43E-89,1.00E-83,-1.00E-83
MRPS2,5.43E-89,1.00E-83,-1.00E-83
COPS7B,5.43E-89,1.00E-83,-1.00E-83
ABCB7,5.43E-89,1.00E-83,-1.00E-83
GALNT11,6.64E-93,1.19E-83,-1.19E-83
ESYT1,1.50E-93,1.19E-83,-1.19E-83
RCSD1,1.50E-93,1.19E-83,-1.19E-83
COQ10A,3.21E-94,1.19E-83,-1.19E-83
MAP2K3,3.21E-94,1.19E-83,-1.19E-83
OXCT1,3.21E-94,1.19E-83,-1.19E-83
BBIP1,3.21E-94,1.19E-83,-1.19E-83
USP45,2.77E-83,4.14E-83,-1.37E-83
PTCD3,4.93E-90,1.78E-83,-1.78E-83
MPV17,4.93E-90,1.78E-83,-1.78E-83
MAEA,4.93E-90,1.78E-83,-1.78E-83
BSDC1,7.21E-85,1.91E-83,-1.83E-83
RP11-347P5.1,7.21E-85,1.91E-83,-1.83E-83
BAZ1B,7.21E-85,1.91E-83,-1.83E-83
DCTN2,7.21E-85,1.91E-83,-1.83E-83
ANKRD49,7.21E-85,1.91E-83,-1.83E-83
TRAPPC2L,7.21E-85,1.91E-83,-1.83E-83
MRFAP1L1,7.21E-85,1.91E-83,-1.83E-83
LRIF1,7.21E-85,1.91E-83,-1.83E-83
RBM14,7.21E-85,1.91E-83,-1.83E-83
SNRNP27,7.21E-85,1.91E-83,-1.83E-83
SMARCE1,7.21E-85,1.91E-83,-1.83E-83
GOLGB1,7.21E-85,1.91E-83,-1.83E-83
VPS36,7.21E-85,1.91E-83,-1.83E-83
NAA50,7.21E-85,1.91E-83,-1.83E-83
CDKN2AIP,7.21E-85,1.91E-83,-1.83E-83
MRPL45,7.21E-85,1.91E-83,-1.83E-83
RP11-18H21.1,7.21E-85,1.91E-83,-1.83E-83
TUBB4B,7.21E-85,1.91E-83,-1.83E-83
INSIG2,7.21E-85,1.91E-83,-1.83E-83
CD97,7.21E-85,1.91E-83,-1.83E-83
B4GALT3,7.21E-85,1.91E-83,-1.83E-83
MRPS27,7.21E-85,1.91E-83,-1.83E-83
SSSCA1-AS1,3.69E-88,1.98E-83,-1.98E-83
NR2F6,1.82E-91,1.98E-83,-1.98E-83
ATP11C,8.67E-95,1.98E-83,-1.98E-83
ENO1-AS1,2.19E-99,1.98E-83,-1.98E-83
SKIV2L,2.19E-99,1.98E-83,-1.98E-83
TSGA10,2.60E-91,2.29E-83,-2.29E-83
ZC3H12D,2.85E-95,2.29E-83,-2.29E-83
HSPA14,2.85E-95,2.29E-83,-2.29E-83
ZNF217,2.85E-95,2.29E-83,-2.29E-83
ZNF3,2.85E-95,2.29E-83,-2.29E-83
SLC27A5,2.85E-95,2.29E-83,-2.29E-83
STIP1,7.84E-82,8.08E-82,-2.39E-83
CTD-3105H18.14,5.92E-83,8.80E-83,-2.88E-83
RAB4A,2.93E-85,3.22E-83,-3.19E-83
NUBP1,6.86E-86,3.22E-83,-3.22E-83
NIT2,6.86E-86,3.22E-83,-3.22E-83
C4orf27,6.86E-86,3.22E-83,-3.22E-83
ID3,6.86E-86,3.22E-83,-3.22E-83
TMEM101,6.86E-86,3.22E-83,-3.22E-83
C19orf48,6.86E-86,3.22E-83,-3.22E-83
AKTIP,6.86E-86,3.22E-83,-3.22E-83
GFM1,6.86E-86,3.22E-83,-3.22E-83
DPF2,6.86E-86,3.22E-83,-3.22E-83
FRA10AC1,6.86E-86,3.22E-83,-3.22E-83
IFT27,6.86E-86,3.22E-83,-3.22E-83
RRP9,4.42E-91,3.22E-83,-3.22E-83
NGFRAP1,7.71E-83,1.15E-82,-3.79E-83
QTRT1,7.71E-83,1.15E-82,-3.79E-83
WBP4,7.71E-83,1.15E-82,-3.79E-83
CPSF6,7.71E-83,1.15E-82,-3.79E-83
ESCO1,7.71E-83,1.15E-82,-3.79E-83
TIFA,7.71E-83,1.15E-82,-3.79E-83
PCED1B,7.71E-83,1.15E-82,-3.79E-83
RNF139,7.71E-83,1.15E-82,-3.79E-83
BEX2,7.71E-83,1.15E-82,-3.79E-83
ZFAND1,7.71E-83,1.15E-82,-3.79E-83
COX11,7.71E-83,1.15E-82,-3.79E-83
STMN3,7.71E-83,1.15E-82,-3.79E-83
GGA1,7.71E-83,1.15E-82,-3.79E-83
PGRMC2,7.71E-83,1.15E-82,-3.79E-83
CWC27,7.71E-83,1.15E-82,-3.79E-83
PCSK7,7.71E-83,1.15E-82,-3.79E-83
ISY1,7.71E-83,1.15E-82,-3.79E-83
KPNA3,7.71E-83,1.15E-82,-3.79E-83
AIM1,7.71E-83,1.15E-82,-3.79E-83
CTA-29F11.1,7.71E-83,1.15E-82,-3.79E-83
HAT1,7.71E-83,1.15E-82,-3.79E-83
ATPAF1,7.71E-83,1.15E-82,-3.79E-83
DCUN1D5,7.71E-83,1.15E-82,-3.79E-83
CAND1,7.71E-83,1.15E-82,-3.79E-83
PQLC3,7.71E-83,1.15E-82,-3.79E-83
GTF2H1,7.71E-83,1.15E-82,-3.79E-83
STXBP3,7.71E-83,1.15E-82,-3.79E-83
SAFB2,7.71E-83,1.15E-82,-3.79E-83
MCUR1,7.71E-83,1.15E-82,-3.79E-83
MED17,7.71E-83,1.15E-82,-3.79E-83
METTL10,7.71E-83,1.15E-82,-3.79E-83
SRP68,7.71E-83,1.15E-82,-3.79E-83
FAS,7.71E-83,1.15E-82,-3.79E-83
ZNF239,1.40E-84,4.14E-83,-4.00E-83
ZNF445,2.05E-98,4.14E-83,-4.14E-83
ZNF443,2.05E-98,4.14E-83,-4.14E-83
FST,2.33E-100,4.14E-83,-4.14E-83
BLM,2.33E-100,4.14E-83,-4.14E-83
ZNF485,2.33E-100,4.14E-83,-4.14E-83
CERK,5.45E-95,4.50E-83,-4.50E-83
MTFMT,2.58E-96,4.50E-83,-4.50E-83
FAM173A,2.58E-96,4.50E-83,-4.50E-83
ARMC1,2.79E-86,5.55E-83,-5.55E-83
AIF1,6.45E-87,5.55E-83,-5.55E-83
C12orf76,6.45E-87,5.55E-83,-5.55E-83
HPS4,6.45E-87,5.55E-83,-5.55E-83
SEC22A,1.62E-89,5.99E-83,-5.99E-83
CTSW,1.83E-91,5.99E-83,-5.99E-83
NMT2,3.97E-92,5.99E-83,-5.99E-83
RP11-752G15.6,3.97E-92,5.99E-83,-5.99E-83
HBM,4.58E-100,8.76E-83,-8.76E-83
RP11-227G15.8,3.57E-90,8.80E-83,-8.80E-83
EDA,7.48E-93,8.80E-83,-8.80E-83
ZNF799,2.96E-101,8.80E-83,-8.80E-83
SLFN12L,1.13E-96,9.02E-83,-9.02E-83
ZBTB25,2.39E-97,9.02E-83,-9.02E-83
TOE1,2.39E-97,9.02E-83,-9.02E-83
ZNF230,2.61E-87,9.70E-83,-9.70E-83
CYP20A1,5.93E-88,9.70E-83,-9.70E-83
EHD1,5.93E-88,9.70E-83,-9.70E-83
GPS1,5.93E-88,9.70E-83,-9.70E-83
GPR132,5.93E-88,9.70E-83,-9.70E-83
TRMT13,5.93E-88,9.70E-83,-9.70E-83
FBXO3,5.93E-88,9.70E-83,-9.70E-83
PEX2,5.93E-88,9.70E-83,-9.70E-83
EPHX2,1.50E-90,1.13E-82,-1.13E-82
POGLUT1,1.65E-92,1.13E-82,-1.13E-82
HAUS6,3.56E-93,1.13E-82,-1.13E-82
KCTD20,3.56E-93,1.13E-82,-1.13E-82
TRIB2,3.56E-93,1.13E-82,-1.13E-82
FHIT,3.14E-83,1.88E-82,-1.57E-82
CTD-2037K23.2,3.14E-83,1.88E-82,-1.57E-82
TSR1,2.41E-88,1.71E-82,-1.71E-82
SPG7,5.43E-89,1.71E-82,-1.71E-82
AAR2,5.43E-89,1.71E-82,-1.71E-82
IARS2,5.43E-89,1.71E-82,-1.71E-82
SMARCB1,7.52E-84,1.88E-82,-1.81E-82
C20orf27,7.52E-84,1.88E-82,-1.81E-82
FANCF,7.52E-84,1.88E-82,-1.81E-82
ZNHIT2,7.52E-84,1.88E-82,-1.81E-82
ANKRD11,7.52E-84,1.88E-82,-1.81E-82
NUBP2,7.52E-84,1.88E-82,-1.81E-82
ZNF830,7.52E-84,1.88E-82,-1.81E-82
RAD1,7.52E-84,1.88E-82,-1.81E-82
FTSJ2,7.52E-84,1.88E-82,-1.81E-82
AHCY,7.52E-84,1.88E-82,-1.81E-82
KNOP1,7.52E-84,1.88E-82,-1.81E-82
MIF4GD,7.52E-84,1.88E-82,-1.81E-82
MRTO4,7.52E-84,1.88E-82,-1.81E-82
NUDT16L1,7.52E-84,1.88E-82,-1.81E-82
MCM3,7.52E-84,1.88E-82,-1.81E-82
FAM229B,2.26E-98,1.81E-82,-1.81E-82
ZNF606,2.26E-98,1.81E-82,-1.81E-82
EPHB6,2.26E-98,1.81E-82,-1.81E-82
AGPAT4,1.58E-92,1.86E-82,-1.86E-82
GPT2,7.44E-98,1.86E-82,-1.86E-82
TREML1,1.74E-98,1.86E-82,-1.86E-82
MOGS,4.63E-102,1.86E-82,-1.86E-82
MAGED1,1.82E-101,1.86E-82,-1.86E-82
UBR7,3.21E-94,2.11E-82,-2.11E-82
CTC-241F20.3,3.21E-94,2.11E-82,-2.11E-82
CEP78,3.21E-94,2.11E-82,-2.11E-82
METTL12,3.21E-94,2.11E-82,-2.11E-82
RABGGTA,4.93E-90,3.06E-82,-3.06E-82
FN3KRP,4.93E-90,3.06E-82,-3.06E-82
CCDC88C,4.93E-90,3.06E-82,-3.06E-82
SNRK,4.93E-90,3.06E-82,-3.06E-82
UTRN,4.93E-90,3.06E-82,-3.06E-82
EXOG,7.21E-85,3.15E-82,-3.15E-82
MRPL2,7.21E-85,3.15E-82,-3.15E-82
DNAAF2,7.21E-85,3.15E-82,-3.15E-82
APPL1,7.21E-85,3.15E-82,-3.15E-82
PPBP,7.21E-85,3.15E-82,-3.15E-82
TMEM203,7.21E-85,3.15E-82,-3.15E-82
IL16,7.21E-85,3.15E-82,-3.15E-82
AEN,7.84E-82,1.14E-81,-3.56E-82
UTP6,7.84E-82,1.14E-81,-3.56E-82
SH3YL1,7.84E-82,1.14E-81,-3.56E-82
LINC00116,7.84E-82,1.14E-81,-3.56E-82
FGD5-AS1,7.84E-82,1.14E-81,-3.56E-82
HCCS,7.84E-82,1.14E-81,-3.56E-82
NELL2,7.84E-82,1.14E-81,-3.56E-82
FAM136A,7.84E-82,1.14E-81,-3.56E-82
ORMDL3,7.84E-82,1.14E-81,-3.56E-82
TMEM43,7.84E-82,1.14E-81,-3.56E-82
RAB9A,7.84E-82,1.14E-81,-3.56E-82
ACAT2,7.84E-82,1.14E-81,-3.56E-82
COX19,7.84E-82,1.14E-81,-3.56E-82
CHCHD10,7.84E-82,1.14E-81,-3.56E-82
NELFCD,7.84E-82,1.14E-81,-3.56E-82
MED6,7.84E-82,1.14E-81,-3.56E-82
SIRT7,7.84E-82,1.14E-81,-3.56E-82
PAPD4,7.84E-82,1.14E-81,-3.56E-82
GBAS,7.84E-82,1.14E-81,-3.56E-82
SDF4,7.84E-82,1.14E-81,-3.56E-82
RIOK2,7.84E-82,1.14E-81,-3.56E-82
NMRK1,7.84E-82,1.14E-81,-3.56E-82
UTP11L,7.84E-82,1.14E-81,-3.56E-82
MICU2,7.84E-82,1.14E-81,-3.56E-82
DPH5,7.84E-82,1.14E-81,-3.56E-82
MALSU1,7.84E-82,1.14E-81,-3.56E-82
MFSD10,7.84E-82,1.14E-81,-3.56E-82
COPS3,7.84E-82,1.14E-81,-3.56E-82
TTC9C,7.84E-82,1.14E-81,-3.56E-82
PLRG1,7.84E-82,1.14E-81,-3.56E-82
ZSWIM7,7.84E-82,1.14E-81,-3.56E-82
G6PC3,1.82E-91,3.69E-82,-3.69E-82
ALKBH1,1.91E-95,3.69E-82,-3.69E-82
ZNF202,9.17E-97,3.69E-82,-3.69E-82
ZNF212,4.36E-98,3.69E-82,-3.69E-82
VPS41,1.04E-98,3.69E-82,-3.69E-82
PAN3,1.04E-98,3.69E-82,-3.69E-82
FBXO48,1.36E-94,4.11E-82,-4.11E-82
TRAF2,2.85E-95,4.11E-82,-4.11E-82
RBMX2,6.86E-86,5.38E-82,-5.37E-82
KDM7A,6.86E-86,5.38E-82,-5.37E-82
LTV1,6.86E-86,5.38E-82,-5.37E-82
NUPL2,6.86E-86,5.38E-82,-5.37E-82
RNF187,6.86E-86,5.38E-82,-5.37E-82
RARA,6.86E-86,5.38E-82,-5.37E-82
IARS,4.42E-91,5.60E-82,-5.60E-82
BNIP3,4.42E-91,5.60E-82,-5.60E-82
IL12RB1,4.42E-91,5.60E-82,-5.60E-82
ZC3H18,4.42E-91,5.60E-82,-5.60E-82
ABCB1,7.92E-94,7.75E-82,-7.75E-82
USP46,2.33E-100,7.75E-82,-7.75E-82
MON1B,2.33E-100,7.75E-82,-7.75E-82
FBXO31,2.33E-100,7.75E-82,-7.75E-82
SCAF8,1.05E-99,7.75E-82,-7.75E-82
ETNK2,1.05E-99,7.75E-82,-7.75E-82
PARD6A,2.60E-94,8.14E-82,-8.14E-82
NT5C,2.58E-96,8.14E-82,-8.14E-82
C1orf109,2.79E-86,9.29E-82,-9.29E-82
LYPLAL1,2.79E-86,9.29E-82,-9.29E-82
TPP2,6.45E-87,9.29E-82,-9.29E-82
PMEPA1,6.45E-87,9.29E-82,-9.29E-82
MRPS25,6.45E-87,9.29E-82,-9.29E-82
NFATC2IP,6.45E-87,9.29E-82,-9.29E-82
CTCF,6.45E-87,9.29E-82,-9.29E-82
ZNF525,2.44E-81,3.48E-81,-1.03E-81
GPI,3.97E-92,1.04E-81,-1.04E-81
HADH,3.97E-92,1.04E-81,-1.04E-81
ELP6,3.97E-92,1.04E-81,-1.04E-81
S1PR1,3.18E-82,1.84E-81,-1.52E-81
SAMD3,5.93E-88,1.62E-81,-1.62E-81
MAZ,5.93E-88,1.62E-81,-1.62E-81
TMEM254,1.06E-94,1.62E-81,-1.62E-81
IL18R1,4.94E-96,1.62E-81,-1.62E-81
GADD45A,4.94E-96,1.62E-81,-1.62E-81
PARN,4.94E-96,1.62E-81,-1.62E-81
CAAP1,1.13E-96,1.62E-81,-1.62E-81
C5orf30,2.96E-101,1.62E-81,-1.62E-81
AIG1,1.28E-100,1.62E-81,-1.62E-81
RP11-574F21.2,4.58E-100,1.62E-81,-1.62E-81
CEBPG,7.71E-83,1.84E-81,-1.76E-81
NUDT22,7.71E-83,1.84E-81,-1.76E-81
SLC7A6OS,7.71E-83,1.84E-81,-1.76E-81
CAMK1D,7.71E-83,1.84E-81,-1.76E-81
NECAP1,7.71E-83,1.84E-81,-1.76E-81
CHCHD7,7.71E-83,1.84E-81,-1.76E-81
GOSR1,7.71E-83,1.84E-81,-1.76E-81
KIAA1191,7.71E-83,1.84E-81,-1.76E-81
NFYB,7.71E-83,1.84E-81,-1.76E-81
XPA,7.71E-83,1.84E-81,-1.76E-81
SLC39A8,7.71E-83,1.84E-81,-1.76E-81
CCDC66,7.71E-83,1.84E-81,-1.76E-81
SCML1,7.71E-83,1.84E-81,-1.76E-81
CCDC25,7.71E-83,1.84E-81,-1.76E-81
ASH2L,7.71E-83,1.84E-81,-1.76E-81
ARRDC2,7.71E-83,1.84E-81,-1.76E-81
MRPL10,7.71E-83,1.84E-81,-1.76E-81
SDR39U1,7.71E-83,1.84E-81,-1.76E-81
CHMP7,7.71E-83,1.84E-81,-1.76E-81
HARS,7.71E-83,1.84E-81,-1.76E-81
PDCD4-AS1,7.71E-83,1.84E-81,-1.76E-81
RBM5,7.71E-83,1.84E-81,-1.76E-81
WDR48,7.71E-83,1.84E-81,-1.76E-81
APMAP,7.71E-83,1.84E-81,-1.76E-81
C10orf54,1.65E-92,1.93E-81,-1.93E-81
ANKRD37,3.56E-93,1.93E-81,-1.93E-81
FAM160A2,3.56E-93,1.93E-81,-1.93E-81
C19orf52,5.43E-89,2.87E-81,-2.87E-81
NOP2,5.43E-89,2.87E-81,-2.87E-81
ZNF419,5.43E-89,2.87E-81,-2.87E-81
PPP2R2B,5.61E-82,3.48E-81,-2.92E-81
PRR5,7.52E-84,3.05E-81,-3.05E-81
RUVBL1,7.52E-84,3.05E-81,-3.05E-81
ETFA,7.52E-84,3.05E-81,-3.05E-81
YARS,7.52E-84,3.05E-81,-3.05E-81
SKAP1,7.52E-84,3.05E-81,-3.05E-81
CASP3,7.52E-84,3.05E-81,-3.05E-81
RP11-291B21.2,7.52E-84,3.05E-81,-3.05E-81
PPIH,7.52E-84,3.05E-81,-3.05E-81
BNIP3L,7.87E-81,1.11E-80,-3.25E-81
CXorf40A,4.32E-95,3.26E-81,-3.26E-81
MTX1,2.26E-98,3.26E-81,-3.26E-81
PEX16,7.87E-81,1.11E-80,-3.28E-81
ARFGAP2,7.87E-81,1.11E-80,-3.28E-81
CDK17,7.87E-81,1.11E-80,-3.28E-81
FAM159A,7.87E-81,1.11E-80,-3.28E-81
ELF2,7.87E-81,1.11E-80,-3.28E-81
MTERFD2,7.87E-81,1.11E-80,-3.28E-81
EED,7.87E-81,1.11E-80,-3.28E-81
RBM4,7.87E-81,1.11E-80,-3.28E-81
ZNF593,7.87E-81,1.11E-80,-3.28E-81
RPP30,7.87E-81,1.11E-80,-3.28E-81
MAGEH1,7.87E-81,1.11E-80,-3.28E-81
YIPF6,7.87E-81,1.11E-80,-3.28E-81
AC010642.1,7.87E-81,1.11E-80,-3.28E-81
GTPBP8,7.87E-81,1.11E-80,-3.28E-81
TCEAL8,7.87E-81,1.11E-80,-3.28E-81
SLC18B1,7.87E-81,1.11E-80,-3.28E-81
MGEA5,7.87E-81,1.11E-80,-3.28E-81
TMPO,7.87E-81,1.11E-80,-3.28E-81
CBR3,7.87E-81,1.11E-80,-3.28E-81
GSKIP,7.87E-81,1.11E-80,-3.28E-81
OARD1,7.87E-81,1.11E-80,-3.28E-81
CDK5RAP1,7.87E-81,1.11E-80,-3.28E-81
DAPP1,7.87E-81,1.11E-80,-3.28E-81
C2orf47,7.87E-81,1.11E-80,-3.28E-81
SPPL2A,7.87E-81,1.11E-80,-3.28E-81
GTF2E2,7.87E-81,1.11E-80,-3.28E-81
TM2D3,7.87E-81,1.11E-80,-3.28E-81
PIAS1,7.87E-81,1.11E-80,-3.28E-81
IRF2BP2,7.87E-81,1.11E-80,-3.28E-81
ZCCHC17,7.87E-81,1.11E-80,-3.28E-81
RBM6,7.87E-81,1.11E-80,-3.28E-81
ECI2,7.87E-81,1.11E-80,-3.28E-81
SUMF2,7.87E-81,1.11E-80,-3.28E-81
MED7,7.87E-81,1.11E-80,-3.28E-81
IP6K2,7.87E-81,1.11E-80,-3.28E-81
PUS3,7.87E-81,1.11E-80,-3.28E-81
MRPS28,7.87E-81,1.11E-80,-3.28E-81
WWOX,1.60E-90,3.48E-81,-3.48E-81
USP21,5.53E-101,3.48E-81,-3.48E-81
RP11-727F15.11,3.61E-99,3.48E-81,-3.48E-81
CTSD,3.21E-94,3.71E-81,-3.71E-81
PREB,3.21E-94,3.71E-81,-3.71E-81
MUTYH,3.21E-94,3.71E-81,-3.71E-81
HCFC1R1,3.21E-94,3.71E-81,-3.71E-81
BUD13,7.21E-85,5.14E-81,-5.14E-81
RASSF1,7.21E-85,5.14E-81,-5.14E-81
LTA,7.21E-85,5.14E-81,-5.14E-81
CAT,7.21E-85,5.14E-81,-5.14E-81
ADCK3,7.21E-85,5.14E-81,-5.14E-81
ST6GALNAC1,4.93E-90,5.18E-81,-5.18E-81
PTGES2,4.93E-90,5.18E-81,-5.18E-81
INPP4A,4.93E-90,5.18E-81,-5.18E-81
CEP104,4.93E-90,5.18E-81,-5.18E-81
CCNG2,2.19E-99,6.76E-81,-6.76E-81
ALAD,4.36E-98,6.76E-81,-6.76E-81
BUB1,2.11E-97,6.76E-81,-6.76E-81
HDGF,2.39E-89,7.28E-81,-7.28E-81
LMO4,1.36E-94,7.28E-81,-7.28E-81
TNFSF8,1.36E-94,7.28E-81,-7.28E-81
HGSNAT,6.86E-86,8.81E-81,-8.81E-81
OBFC1,6.86E-86,8.81E-81,-8.81E-81
CARHSP1,6.86E-86,8.81E-81,-8.81E-81
CWF19L2,6.86E-86,8.81E-81,-8.81E-81
DDX28,4.42E-91,9.57E-81,-9.57E-81
GALT,4.42E-91,9.57E-81,-9.57E-81
ENTPD1-AS1,2.77E-83,1.40E-80,-1.40E-80
CCDC30,1.40E-84,1.40E-80,-1.40E-80
GZF1,2.33E-100,1.40E-80,-1.40E-80
ZNF595,2.33E-100,1.40E-80,-1.40E-80
ENOX2,1.05E-99,1.40E-80,-1.40E-80
TMCO3,4.27E-99,1.40E-80,-1.40E-80
LYSMD3,5.45E-95,1.42E-80,-1.42E-80
RITA1,1.22E-95,1.42E-80,-1.42E-80
CPNE2,2.58E-96,1.42E-80,-1.42E-80
APITD1,2.58E-96,1.42E-80,-1.42E-80
SMKR1,2.58E-96,1.42E-80,-1.42E-80
PNPLA8,3.20E-81,1.78E-80,-1.46E-80
FAM104B,6.45E-87,1.51E-80,-1.51E-80
DNASE2,6.45E-87,1.51E-80,-1.51E-80
PMM1,6.45E-87,1.51E-80,-1.51E-80
GEMIN6,7.84E-82,1.78E-80,-1.70E-80
HADHB,7.84E-82,1.78E-80,-1.70E-80
WDR54,7.84E-82,1.78E-80,-1.70E-80
VPS4A,7.84E-82,1.78E-80,-1.70E-80
RIC8A,7.84E-82,1.78E-80,-1.70E-80
JOSD1,7.84E-82,1.78E-80,-1.70E-80
GRK5,7.84E-82,1.78E-80,-1.70E-80
SMC4,7.84E-82,1.78E-80,-1.70E-80
TSFM,7.84E-82,1.78E-80,-1.70E-80
PRCC,7.84E-82,1.78E-80,-1.70E-80
UBE2E3,7.84E-82,1.78E-80,-1.70E-80
ACTL6A,7.84E-82,1.78E-80,-1.70E-80
PTBP1,7.84E-82,1.78E-80,-1.70E-80
TFPT,7.84E-82,1.78E-80,-1.70E-80
ISCA1,7.84E-82,1.78E-80,-1.70E-80
IVNS1ABP,7.84E-82,1.78E-80,-1.70E-80
ZNF766,7.84E-82,1.78E-80,-1.70E-80
RPF2,7.84E-82,1.78E-80,-1.70E-80
EMC2,7.84E-82,1.78E-80,-1.70E-80
ABHD13,7.84E-82,1.78E-80,-1.70E-80
ZNF101,3.97E-92,1.77E-80,-1.77E-80
KIAA1586,5.93E-88,2.66E-80,-2.66E-80
RNF19A,5.93E-88,2.66E-80,-2.66E-80
HOXB2,1.28E-81,2.91E-80,-2.79E-80
PPP1R15A,7.71E-83,2.84E-80,-2.83E-80
IGSF9B,7.21E-85,2.85E-80,-2.85E-80
SIRT3,8.20E-87,2.85E-80,-2.85E-80
TPT1-AS1,2.39E-97,2.85E-80,-2.85E-80
MTHFD2L,2.39E-97,2.85E-80,-2.85E-80
DCAF16,2.39E-97,2.85E-80,-2.85E-80
PYCRL,1.13E-96,2.85E-80,-2.85E-80
PLGRKT,7.71E-83,2.91E-80,-2.91E-80
FASTKD2,7.71E-83,2.91E-80,-2.91E-80
MRPL4,7.71E-83,2.91E-80,-2.91E-80
GAR1,7.71E-83,2.91E-80,-2.91E-80
TTC19,7.71E-83,2.91E-80,-2.91E-80
AKR7A2,7.71E-83,2.91E-80,-2.91E-80
RFTN1,7.71E-83,2.91E-80,-2.91E-80
DMAP1,7.71E-83,2.91E-80,-2.91E-80
ABHD14B,7.71E-83,2.91E-80,-2.91E-80
PRPS2,7.71E-83,2.91E-80,-2.91E-80
TNFAIP3,7.71E-83,2.91E-80,-2.91E-80
RANGRF,7.84E-80,1.08E-79,-2.92E-80
AMD1,7.84E-80,1.08E-79,-2.92E-80
TOPORS,7.84E-80,1.08E-79,-2.92E-80
IPCEF1,7.84E-80,1.08E-79,-2.92E-80
NKAP,7.84E-80,1.08E-79,-2.92E-80
SEC63,7.84E-80,1.08E-79,-2.92E-80
TC2N,7.84E-80,1.08E-79,-2.92E-80
PMVK,7.84E-80,1.08E-79,-2.92E-80
TFAM,7.84E-80,1.08E-79,-2.92E-80
CCDC115,7.84E-80,1.08E-79,-2.92E-80
GPATCH8,7.84E-80,1.08E-79,-2.92E-80
TMEM128,7.84E-80,1.08E-79,-2.92E-80
AKAP9,7.84E-80,1.08E-79,-2.92E-80
LINC00667,7.84E-80,1.08E-79,-2.92E-80
UTP23,7.84E-80,1.08E-79,-2.92E-80
AASDHPPT,7.84E-80,1.08E-79,-2.92E-80
BPGM,7.84E-80,1.08E-79,-2.92E-80
FNBP4,7.84E-80,1.08E-79,-2.92E-80
DDX27,7.84E-80,1.08E-79,-2.92E-80
KCNA3,7.84E-80,1.08E-79,-2.92E-80
BDP1,7.84E-80,1.08E-79,-2.92E-80
CDC37L1,7.84E-80,1.08E-79,-2.92E-80
SNRNP70,7.84E-80,1.08E-79,-2.92E-80
MRPL49,7.84E-80,1.08E-79,-2.92E-80
TRMT6,7.84E-80,1.08E-79,-2.92E-80
CTD-2541M15.4,3.32E-86,2.96E-80,-2.95E-80
IL10,2.11E-99,2.96E-80,-2.96E-80
AC079767.4,8.70E-99,2.96E-80,-2.96E-80
SGK1,3.56E-93,3.32E-80,-3.32E-80
PPIL1,3.56E-93,3.32E-80,-3.32E-80
ATAD1,1.26E-79,1.71E-79,-4.51E-80
ITGAE,1.26E-79,1.71E-79,-4.51E-80
TPD52,2.41E-88,4.74E-80,-4.74E-80
DLGAP1-AS1,2.41E-88,4.74E-80,-4.74E-80
LRBA,5.43E-89,4.74E-80,-4.74E-80
ANGEL2,5.43E-89,4.74E-80,-4.74E-80
AK3,7.52E-84,4.84E-80,-4.84E-80
UBLCP1,7.52E-84,4.84E-80,-4.84E-80
UFSP2,7.52E-84,4.84E-80,-4.84E-80
SLC35C2,7.52E-84,4.84E-80,-4.84E-80
XPOT,7.52E-84,4.84E-80,-4.84E-80
KANSL1-AS1,7.52E-84,4.84E-80,-4.84E-80
PSMD5-AS1,7.52E-84,4.84E-80,-4.84E-80
VMA21,7.52E-84,4.84E-80,-4.84E-80
NDUFV1,7.52E-84,4.84E-80,-4.84E-80
RP11-367G6.3,2.26E-98,5.81E-80,-5.81E-80
ZNF76,1.06E-97,5.81E-80,-5.81E-80
CFL2,6.64E-93,6.39E-80,-6.39E-80
RP11-427H3.3,3.21E-94,6.39E-80,-6.39E-80
SAC3D1,3.21E-94,6.39E-80,-6.39E-80
