name,our_pv,scgen_pv,diff
RP11-1020A11.2,1,1.64E-56,1.00E+00
MAP3K14-AS1,1,1.38E-57,1.00E+00
TMEM231,1,9.06E-60,1.00E+00
RP4-635E18.7,1,3.56E-18,1.00E+00
MCF2L2,1,8.69E-40,1.00E+00
ZNF391,1,2.77E-47,1.00E+00
RP5-991G20.4,1,5.95E-33,1.00E+00
SLC6A4,1,9.04E-34,1.00E+00
RP11-273B20.1,1,1.64E-56,1.00E+00
MCF2L,1,2.60E-46,1.00E+00
CTD-2349P21.9,1,5.14E-38,1.00E+00
TMEM244,1,2.40E-31,1.00E+00
ANKAR,1,1.87E-43,1.00E+00
RP11-344N10.5,1,5.27E-20,1.00E+00
TET1,1,2.20E-19,1.00E+00
ZBTB20-AS1,1,5.13E-29,1.00E+00
SERPINF2,1,9.06E-60,1.00E+00
MID2,1,6.04E-24,1.00E+00
PI16,1,4.67E-26,1.00E+00
TCEAL2,1,5.27E-20,1.00E+00
C21orf67,1,1.64E-56,1.00E+00
AMZ1,1,5.14E-38,1.00E+00
RP11-991C1.1,1,1.95E-35,1.00E+00
C3orf18,1,2.48E-15,1.00E+00
RP11-406H21.2,1,9.52E-13,1.00E+00
PMCH,1,2.91E-12,1.00E+00
RP11-360L9.4,1,8.70E-12,1.00E+00
OR2B6,1,7.24E-11,1.00E+00
RP11-316O14.1,1,5.72E-08,1.00E+00
DACT3-AS1,1,1.54E-06,1.00E+00
ZNF365,1,1.54E-06,1.00E+00
LEKR1,1,1.43E-05,1.00E+00
C11orf85,1,2.87E-05,1.00E+00
STEAP1B,1,5.62E-05,1.00E+00
DNAH14,1,0.000107592,1.00E+00
AC097724.3,1,0.00020119,1.00E+00
THRB,1,0.000657774,9.99E-01
UNC5CL,1,0.000657774,9.99E-01
FAM81B,1,0.003277954,9.97E-01
ZNF396,0.992819764,1.94E-70,9.93E-01
AC104532.4,0.992819764,8.80E-83,9.93E-01
AC010336.1,0.992819764,1.64E-76,9.93E-01
RMDN2,0.992819764,1.54E-95,9.93E-01
CTC-508F8.1,0.992819764,6.52E-12,9.93E-01
PAGR1,0.992819764,3.36E-10,9.93E-01
CCDC176,0.984724719,1.55E-88,9.85E-01
ZNF483,0.971880095,5.14E-97,9.72E-01
AC069363.1,0.958690414,7.17E-31,9.59E-01
LINC00893,0.958690414,1.47E-21,9.59E-01
ACVR1C,0.958690414,1.07E-16,9.59E-01
CDH3,0.958690414,1.07E-16,9.59E-01
C6orf52,0.958690414,9.01E-10,9.59E-01
ESAM,0.958690414,3.94E-05,9.59E-01
HOXB7,1,0.044583194,9.55E-01
IFI6,0.952426536,1.43E-19,9.52E-01
RP11-14N7.2,0.946250106,1.38E-57,9.46E-01
APBB2,0.946250106,8.79E-30,9.46E-01
NBPF11,0.946250106,3.50E-90,9.46E-01
C1QTNF3,0.946250106,2.39E-45,9.46E-01
LOXL1,0.946250106,2.07E-65,9.46E-01
EML5,0.946250106,2.92E-64,9.46E-01
RP11-154J22.1,0.946250106,5.25E-17,9.46E-01
AC084809.2,0.946250106,6.39E-80,9.46E-01
FAM227B,0.946250106,1.91E-55,9.46E-01
KLHL35,0.946250106,4.23E-70,9.46E-01
FAM227A,0.946250106,8.82E-27,9.46E-01
SOX13,0.946250106,3.83E-32,9.46E-01
RP11-219B17.1,0.946250106,3.48E-81,9.46E-01
XXbac-BPG154L12.4,0.946250106,1.22E-24,9.46E-01
RP11-584P21.2,0.946250106,8.79E-30,9.46E-01
RPA4,0.946250106,1.23E-20,9.46E-01
ZNF492,0.946250106,2.88E-50,9.46E-01
RP11-46H11.3,0.946250106,8.82E-27,9.46E-01
TMEM182,0.946250106,9.77E-93,9.46E-01
ZNF442,0.946250106,1.91E-55,9.46E-01
POMK,0.946250106,2.92E-28,9.46E-01
IDO2,0.946250106,2.92E-64,9.46E-01
PDGFA,0.946250106,3.83E-32,9.46E-01
RP11-782C8.1,0.946250106,2.48E-15,9.46E-01
ZNF252P-AS1,0.946250106,2.91E-12,9.46E-01
WDR86,0.946250106,7.24E-11,9.46E-01
GOLGA8M,0.946250106,7.24E-11,9.46E-01
CLDN5,0.946250106,9.57E-09,9.46E-01
TEAD2,0.946250106,1.43E-05,9.46E-01
GLCE,0.946250106,0.000367908,9.46E-01
RP1-234P15.4,0.946250106,0.000657774,9.46E-01
KIR3DX1,0.946250106,0.001963346,9.44E-01
GPR153,0.946250106,0.001963346,9.44E-01
CD3EAP,0.938344946,2.96E-80,9.38E-01
CASP5,0.938344946,1.31E-48,9.38E-01
AGAP2,0.938344946,1.64E-76,9.38E-01
CITF22-92A6.1,0.938344946,1.34E-49,9.38E-01
ANO9,0.958690414,0.026592467,9.32E-01
RPS2,0.931140451,1.69E-27,9.31E-01
DNAJC18,0.925995766,2.75E-05,9.26E-01
ISG20,0.924370798,9.01E-14,9.24E-01
AC021860.1,0.91747097,6.06E-65,9.17E-01
ZNF433,1,0.089330412,9.11E-01
NUDT13,0.890502335,2.05E-77,8.91E-01
C10orf25,0.890502335,1.16E-78,8.91E-01
CTC-366B18.2,0.890502335,1.86E-82,8.91E-01
SYNM,0.890502335,5.14E-38,8.91E-01
FCRL2,0.890502335,3.81E-37,8.91E-01
PARD6B,0.890502335,6.39E-80,8.91E-01
AC195454.1,0.890502335,1.22E-24,8.91E-01
MMEL1,0.890502335,9.86E-84,8.91E-01
RP11-159D12.5,0.890502335,1.94E-16,8.91E-01
DPH1,0.890502335,7.02E-16,8.91E-01
SHPK,0.890502335,8.55E-15,8.91E-01
CTC-338M12.4,0.890502335,9.57E-09,8.91E-01
RP1-302G2.5,0.890502335,3.12E-07,8.91E-01
PLEKHG1,0.890502335,7.01E-07,8.91E-01
GYLTL1B,0.890502335,3.32E-06,8.90E-01
RP11-574K11.29,0.890502335,6.97E-06,8.90E-01
RP11-108L7.15,0.890502335,0.001963346,8.89E-01
TRIM74,0.890502335,0.003277954,8.87E-01
TMEM200A,0.879693298,3.36E-10,8.80E-01
CD160,0.879693298,2.23E-06,8.80E-01
MT2A,0.878502288,0.000580831,8.78E-01
CCDC96,1,0.122724756,8.77E-01
TWSG1,0.871983696,7.49E-95,8.72E-01
ALDH8A1,0.946250106,0.089330412,8.57E-01
MAMLD1,0.831414074,2.71E-71,8.31E-01
RP11-505K9.1,0.831414074,6.77E-39,8.31E-01
RP11-977G19.12,0.831414074,2.91E-49,8.31E-01
RP11-7O11.3,0.831414074,3.83E-32,8.31E-01
MANSC1,0.831414074,5.14E-38,8.31E-01
DENND2C,0.831414074,2.88E-50,8.31E-01
CTNND1,0.831414074,9.45E-14,8.31E-01
SLC9A7,0.831414074,3.32E-06,8.31E-01
TXNRD3,0.819595124,9.87E-55,8.20E-01
GS1-124K5.3,0.819595124,3.26E-22,8.20E-01
GPRASP1,1,0.217162044,7.83E-01
STAMBPL1,0.772712317,8.67E-65,7.73E-01
FAM19A1,0.7718071,5.25E-17,7.72E-01
TECPR2,0.7718071,9.43E-99,7.72E-01
UST,0.7718071,8.95E-19,7.72E-01
MMP9,0.7718071,1.38E-17,7.72E-01
CTC-444N24.8,0.7718071,2.71E-71,7.72E-01
PLA2G6,0.7718071,1.79E-91,7.72E-01
CREB3L4,0.7718071,2.63E-86,7.72E-01
FAM65C,0.7718071,1.87E-43,7.72E-01
MS4A12,0.7718071,0.008547076,7.63E-01
RP11-422P24.11,0.760676456,4.80E-19,7.61E-01
FHL2,0.760676456,1.80E-37,7.61E-01
ZNF347,0.760676456,9.10E-92,7.61E-01
ATAD3C,0.760676456,5.15E-16,7.61E-01
RP11-353N4.4,0.760676456,2.63E-06,7.61E-01
PABPC1,0.735162046,3.97E-13,7.35E-01
PPP1R36,0.946250106,0.217162044,7.29E-01
CTC-523E23.4,0.7718071,0.044583194,7.27E-01
ARMCX2,0.714079176,2.40E-31,7.14E-01
SEC31B,0.714079176,6.92E-89,7.14E-01
LINC00422,0.714079176,1.37E-22,7.14E-01
RP11-879F14.1,0.714079176,8.79E-30,7.14E-01
ZDHHC23,0.714079176,6.17E-75,7.14E-01
ZKSCAN8,0.714079176,1.46E-09,7.14E-01
PXN-AS1,0.714079176,0.000107592,7.14E-01
RP11-863K10.7,0.714079176,0.001149544,7.13E-01
GDF10,0.714079176,0.001963346,7.12E-01
RGS9,0.714079176,0.001963346,7.12E-01
ZNF415,0.714079176,0.005352909,7.09E-01
HSPA8,0.706072721,5.34E-06,7.06E-01
ROM1,0.70353769,5.35E-79,7.04E-01
BFSP2,0.70353769,3.26E-22,7.04E-01
DCBLD2,0.70353769,6.54E-34,7.04E-01
RPS4X,0.693653879,3.14E-17,6.94E-01
KIAA1377,0.692444328,8.92E-71,6.92E-01
S100A11,0.808467822,0.125175384,6.83E-01
MKI67,0.879693298,0.196942576,6.83E-01
ZNF526,0.670822353,2.44E-63,6.71E-01
BEX1,0.658023934,1.28E-97,6.58E-01
C1QC,0.658023934,2.63E-86,6.58E-01
TRAF3IP1,0.658023934,4.23E-70,6.58E-01
DSCR9,0.658023934,1.37E-22,6.58E-01
B4GALNT3,0.658023934,2.48E-15,6.58E-01
PSRC1,0.658023934,1.54E-06,6.58E-01
BMPR1A,0.658023934,0.000367908,6.58E-01
RP11-134G8.7,0.714079176,0.063814134,6.50E-01
ZNF829,0.647425736,1.32E-64,6.47E-01
ACACA,0.91747097,0.298372764,6.19E-01
CD3D,0.607875318,0.000840592,6.07E-01
RPS5,0.605173517,2.93E-11,6.05E-01
USP12-AS2,0.603095377,2.63E-52,6.03E-01
4-Sep,0.603095377,1.28E-97,6.03E-01
HOXA9,0.603095377,3.48E-81,6.03E-01
RP3-467K16.4,0.603095377,7.02E-16,6.03E-01
OXTR,0.946250106,0.354987297,5.91E-01
TBX1,0.946250106,0.354987297,5.91E-01
ALG11,0.582528485,8.31E-96,5.83E-01
EGR4,0.658023934,0.089330412,5.69E-01
HRASLS5,0.603095377,0.044583194,5.59E-01
FOXP3,0.549965453,4.23E-70,5.50E-01
SLC24A1,0.549965453,2.63E-86,5.50E-01
WDR90,0.549965453,8.95E-19,5.50E-01
RHOXF1,0.549965453,9.57E-09,5.50E-01
CLEC5A,0.549965453,2.87E-05,5.50E-01
LDHB,0.5418941,7.30E-06,5.42E-01
DNAJC3-AS1,0.540358444,5.35E-79,5.40E-01
ZNF280B,0.540358444,9.88E-45,5.40E-01
RPL13A,0.531019357,6.17E-20,5.31E-01
FTL,0.519238218,2.75E-22,5.19E-01
COPZ2,0.603095377,0.089330412,5.14E-01
HIST1H4I,0.946250106,0.441153869,5.05E-01
GRAMD1C,0.499391905,6.28E-22,4.99E-01
CILP2,0.499391905,8.82E-27,4.99E-01
TPST1,0.499391905,9.57E-09,4.99E-01
CTD-2515A14.1,0.499391905,5.72E-08,4.99E-01
LRRC26,0.499391905,0.000107592,4.99E-01
RETNLB,0.499391905,0.000367908,4.99E-01
SPAG8,0.499391905,0.003277954,4.96E-01
GPAM,0.481285834,4.45E-78,4.81E-01
COL19A1,0.549965453,0.089330412,4.61E-01
BTG1,0.487031704,0.026574336,4.60E-01
SELL,0.460355632,9.04E-08,4.60E-01
AP001462.6,0.451317804,2.18E-54,4.51E-01
RP13-216E22.4,0.451317804,1.34E-41,4.51E-01
SAMD15,0.451317804,1.28E-97,4.51E-01
AGBL3,0.451317804,1.86E-82,4.51E-01
L3MBTL1,0.451317804,8.95E-19,4.51E-01
RP5-855D21.2,0.603095377,0.164958321,4.38E-01
RP11-486G15.2,0.434454456,1.40E-80,4.34E-01
UBC,0.451317804,0.026013983,4.25E-01
PKD1,0.405909821,2.91E-49,4.06E-01
C12orf74,0.405909821,5.25E-17,4.06E-01
VASH1,0.405909821,2.88E-14,4.06E-01
SKA3,0.405909821,3.04E-13,4.06E-01
CMTM5,0.405909821,8.70E-12,4.06E-01
LINC00511,0.405909821,3.78E-09,4.06E-01
RP11-126L15.4,0.405909821,1.54E-06,4.06E-01
ZMIZ1-AS1,0.405909821,6.97E-06,4.06E-01
CTD-2006H14.2,0.405909821,1.43E-05,4.06E-01
PGBD3,0.405909821,0.008547076,3.97E-01
RPL10A,0.384879567,2.10E-13,3.85E-01
KIR2DL3,0.363506992,1.03E-73,3.64E-01
HLA-DOA,0.363506992,2.14E-44,3.64E-01
RP11-313P13.5,0.363506992,9.77E-68,3.64E-01
LY6G6F,0.363506992,9.04E-34,3.64E-01
LINC00694,0.363506992,3.78E-09,3.64E-01
LONRF3,0.363506992,7.01E-07,3.64E-01
AC004840.9,0.405909821,0.044583194,3.61E-01
ZNF664,0.356274799,1.31E-48,3.56E-01
SAT1,0.557606494,0.214343896,3.43E-01
RPS26,0.946250106,0.617432821,3.29E-01
FAM111B,0.323832724,1.09E-40,3.24E-01
CTD-2201E18.5,0.323832724,2.20E-19,3.24E-01
RP11-10C24.1,0.323832724,2.41E-53,3.24E-01
SALL2,0.323832724,2.91E-49,3.24E-01
FTCD,0.323832724,9.45E-14,3.24E-01
KTN1-AS1,0.317217529,1.62E-81,3.17E-01
RPL3,0.316408458,8.39E-18,3.16E-01
SLC16A11,0.946250106,0.644683693,3.02E-01
RP11-462L8.1,0.28709248,1.63E-27,2.87E-01
MAP3K12,0.28709248,2.88E-50,2.87E-01
RP11-316P17.2,0.28709248,5.25E-17,2.87E-01
RP11-171I2.5,0.28709248,7.01E-07,2.87E-01
SPAG1,0.28709248,1.54E-06,2.87E-01
DHRS2,0.28709248,5.62E-05,2.87E-01
CTD-2528L19.6,0.28108002,2.86E-33,2.81E-01
LRRC1,0.253313022,1.37E-22,2.53E-01
EFCAB4A,0.253313022,7.06E-61,2.53E-01
MESP1,0.253313022,1.91E-55,2.53E-01
PRSS53,0.253313022,7.02E-16,2.53E-01
AC015849.2,0.253313022,2.88E-14,2.53E-01
HOXA1,0.253313022,0.001149544,2.52E-01
ZSCAN21,0.242493129,7.75E-82,2.42E-01
RP11-960L18.1,0.22237031,5.27E-20,2.22E-01
IL11RA,0.22237031,2.90E-95,2.22E-01
C17orf104,0.22237031,2.87E-48,2.22E-01
LIM2,0.22237031,1.87E-43,2.22E-01
IL1R2,0.22237031,1.95E-35,2.22E-01
CCDC85C,0.22237031,2.37E-08,2.22E-01
RP11-378J18.3,0.217529234,7.69E-73,2.18E-01
RAVER2,0.217529234,0.000849677,2.17E-01
HSP90AB1,0.680786138,0.465673122,2.15E-01
ZNF425,0.212797811,1.18E-26,2.13E-01
GIMAP7,0.194443057,4.36E-15,1.94E-01
KIF15,0.194320129,2.07E-65,1.94E-01
RP11-503E24.3,0.194320129,9.52E-13,1.94E-01
FAM71E1,0.194320129,0.001963346,1.92E-01
ACTB,0.190093644,2.32E-07,1.90E-01
ATP6V0C,0.189972582,3.75E-38,1.90E-01
UBE2C,0.442906101,0.255963744,1.87E-01
PFN1,0.182374985,0.000143407,1.82E-01
SRGN,0.28023389,0.101064109,1.79E-01
SLX1B,0.22237031,0.044583194,1.78E-01
KIAA0125,0.168877683,2.91E-23,1.69E-01
CLSTN3,0.168877683,2.79E-51,1.69E-01
ANK1,0.168877683,4.67E-26,1.69E-01
P2RY6,0.165000948,1.25E-86,1.65E-01
C14orf79,0.165000948,6.28E-58,1.65E-01
ZNF621,0.165000948,2.41E-85,1.65E-01
AP000487.5,0.168877683,0.008547076,1.60E-01
RP11-390B4.5,0.168877683,0.013357825,1.56E-01
RP11-820I16.4,0.958690414,0.805843134,1.53E-01
CD244,0.146042967,2.41E-53,1.46E-01
AC010441.1,0.146042967,2.18E-54,1.46E-01
RP5-887A10.1,0.146042967,2.41E-53,1.46E-01
CTC-260E6.6,0.146042967,2.91E-49,1.46E-01
LRRC6,0.146042967,2.02E-10,1.46E-01
LGALS8-AS1,0.217529234,0.073860108,1.44E-01
RP11-527L4.5,0.142629777,2.41E-85,1.43E-01
NAA60,0.142629777,2.64E-94,1.43E-01
ZFP36L2,0.27654722,0.135285098,1.41E-01
RPS8,0.12723628,3.55E-11,1.27E-01
RP11-706O15.3,0.7718071,0.644683693,1.27E-01
AC009950.2,0.125611748,9.77E-93,1.26E-01
UNC45B,0.125611748,7.28E-100,1.26E-01
SOWAHD,0.125611748,5.13E-29,1.26E-01
SNX7,0.125611748,2.79E-51,1.26E-01
LINC00672,0.122608252,1.67E-54,1.23E-01
TNFRSF13C,0.122608252,4.33E-34,1.23E-01
LIN7B,0.122608252,4.10E-60,1.23E-01
C9orf163,1,0.877506021,1.22E-01
SP100,0.152096439,0.040144168,1.12E-01
KRT81,0.107481595,1.60E-42,1.07E-01
RP11-428G5.5,0.107481595,3.12E-07,1.07E-01
CTD-2192J16.26,0.323832724,0.217162044,1.07E-01
RADIL,0.194320129,0.089330412,1.05E-01
INCENP,0.451317804,0.354987297,9.63E-02
ARSK,0.093545082,3.90E-88,9.35E-02
SMIM10,0.091421894,5.13E-85,9.14E-02
MUC12,0.091421894,2.54E-11,9.14E-02
RPS18,0.088618591,1.83E-27,8.86E-02
EIF2AK2,0.238453632,0.151135611,8.73E-02
RP11-412D9.4,0.086992146,2.17E-16,8.70E-02
RNF157,0.083012627,2.28E-96,8.30E-02
LTB,0.083012627,5.79E-05,8.30E-02
SLC27A1,0.077401589,1.68E-72,7.74E-02
IFITM10,0.077401589,2.77E-47,7.74E-02
AC100830.3,0.077401589,9.04E-34,7.74E-02
LRRC36,0.077401589,2.63E-52,7.74E-02
BNIPL,0.077401589,9.77E-68,7.74E-02
KSR1,0.077401589,5.49E-10,7.74E-02
RPL21,0.073911376,1.55E-21,7.39E-02
WIZ,0.073637859,3.58E-73,7.36E-02
C7orf61,0.065206198,2.91E-23,6.52E-02
ABCB4,0.065206198,5.13E-29,6.52E-02
MADCAM1,0.065206198,5.23E-94,6.52E-02
RP11-677M14.2,0.065206198,1.23E-20,6.52E-02
HCG25,0.065206198,5.23E-94,6.52E-02
NCAPG,0.065206198,8.69E-40,6.52E-02
RP11-391M1.4,0.065206198,9.45E-14,6.52E-02
EIF3E,0.344159214,0.280092626,6.41E-02
ORC1,0.063597798,4.86E-93,6.36E-02
IFIT1,0.059711046,0.002234554,5.75E-02
CRHR1,0.054666288,5.23E-94,5.47E-02
BRDT,0.054666288,7.02E-16,5.47E-02
MATN2,0.054666288,2.88E-14,5.47E-02
SAMD9,0.224860287,0.170482065,5.44E-02
CTC-241N9.1,0.051934627,2.05E-68,5.19E-02
SGCE,0.045551809,2.88E-50,4.56E-02
OSTN-AS1,0.045551809,2.87E-48,4.56E-02
TMEM27,0.045551809,2.88E-50,4.56E-02
RP11-778D9.12,0.045551809,2.81E-21,4.56E-02
RP11-385F5.5,0.045551809,8.95E-19,4.56E-02
AC022498.1,0.045551809,5.13E-85,4.56E-02
AC068831.10,0.045551809,2.91E-49,4.56E-02
RAD52,0.044397674,9.88E-45,4.44E-02
GAPT,0.037759579,1.95E-35,3.78E-02
BDNF-AS,0.037759579,9.45E-14,3.78E-02
RP11-373D23.3,0.03677774,4.74E-74,3.68E-02
LINC00115,0.035840229,8.72E-91,3.58E-02
THAP8,0.034961214,1.20E-79,3.50E-02
SRCRB4D,0.065206198,0.030500044,3.47E-02
RPS6,0.034437268,4.74E-17,3.44E-02
IL36G,0.037759579,0.005352909,3.24E-02
RPL13,0.032003324,8.93E-22,3.20E-02
LEPROTL1,0.088853318,0.057605308,3.12E-02
KRT5,0.031136711,2.87E-48,3.11E-02
LCN2,0.030311736,4.33E-34,3.03E-02
CLOCK,0.030311736,9.96E-97,3.03E-02
LINC00659,0.025521297,2.60E-46,2.55E-02
BLK,0.025521297,1.79E-91,2.55E-02
TVP23C,0.025521297,9.45E-14,2.55E-02
LINC00869,0.025521297,1.54E-06,2.55E-02
ZNF726,0.025521297,5.62E-05,2.55E-02
TRAT1,0.054769167,0.030462154,2.43E-02
AP000769.7,0.054666288,0.030500044,2.42E-02
RP11-22N19.2,0.020805069,6.49E-69,2.08E-02
C17orf58,0.020805069,1.87E-43,2.08E-02
CCR10,0.020805069,2.63E-52,2.08E-02
DTHD1,0.020805069,5.40E-62,2.08E-02
ICA1,0.020805069,5.95E-33,2.08E-02
ABHD4,0.020805069,2.88E-14,2.08E-02
STXBP5-AS1,0.020805069,0.000657774,2.01E-02
IFIT3,0.019035557,3.47E-08,1.90E-02
TTC34,0.016885857,2.81E-21,1.69E-02
MAATS1,0.016885857,1.38E-17,1.69E-02
RP11-46J23.1,0.016885857,1.46E-09,1.69E-02
RP11-158H5.7,0.016885857,1.35E-07,1.69E-02
GIMAP4,0.017985867,0.001315671,1.67E-02
CHIC1,0.016436084,6.48E-88,1.64E-02
CATSPER3,0.013615487,8.82E-27,1.36E-02
GTF3A,0.346144609,0.332684734,1.35E-02
RP11-6J24.6,0.013247556,3.21E-61,1.32E-02
ZNF792,0.013247556,5.35E-79,1.32E-02
RANBP2,0.011281167,1.79E-92,1.13E-02
TMEM104,0.01091986,1.14E-58,1.09E-02
RP11-1348G14.5,0.01091986,1.38E-17,1.09E-02
ZKSCAN7,0.01091986,1.94E-16,1.09E-02
LGR6,0.01091986,3.32E-06,1.09E-02
OCIAD2,0.151614198,0.140846667,1.08E-02
KIR3DL1,0.01091986,0.00020119,1.07E-02
GNG3,0.031136711,0.020421451,1.07E-02
CREM,0.01954422,0.009652009,9.89E-03
S100A10,0.012417966,0.00263506,9.78E-03
RP11-582J16.4,0.008712294,6.28E-22,8.71E-03
EFNA5,0.008712294,1.86E-82,8.71E-03
XXYLT1,0.006907304,5.13E-29,6.91E-03
RP11-879F14.2,0.006907304,2.71E-71,6.91E-03
HHEX,0.005445875,2.18E-54,5.45E-03
PDGFRB,0.005445875,9.06E-60,5.45E-03
RP11-7F18.2,0.005445875,1.34E-87,5.45E-03
ZNF154,0.005445875,9.77E-68,5.45E-03
GTF2H2C,0.005299854,6.90E-98,5.30E-03
LRRC32,0.004271703,2.40E-31,4.27E-03
SHB,0.004271703,9.57E-09,4.27E-03
CTD-2256P15.2,0.004156743,4.07E-40,4.16E-03
PRRT3-AS1,0.003330969,5.13E-29,3.33E-03
PGBD4,0.003330969,1.86E-82,3.33E-03
AP1M2,0.003330969,0.000367908,2.96E-03
CD1D,0.002583656,8.82E-27,2.58E-03
CAV1,0.002583656,8.55E-15,2.58E-03
PDE5A,0.002583656,5.72E-08,2.58E-03
CCR7,0.002581494,8.06E-07,2.58E-03
OASL,0.002500806,0.000144895,2.36E-03
NBPF20,0.001993366,5.40E-62,1.99E-03
APOE,0.001993366,3.50E-90,1.99E-03
FAM177B,0.001993366,6.92E-89,1.99E-03
ARHGEF4,0.001993366,1.46E-09,1.99E-03
EFHB,0.00194066,8.68E-44,1.94E-03
ZKSCAN3,0.00194066,1.23E-71,1.94E-03
AL645728.1,0.001803443,1.47E-06,1.80E-03
RP11-308N19.1,0.001529288,2.71E-71,1.53E-03
MITF,0.001529288,1.79E-91,1.53E-03
MYT1L,0.001529288,5.72E-08,1.53E-03
UCK2,0.001451433,2.21E-27,1.45E-03
ZNF333,0.001416792,2.73E-97,1.42E-03
HPGDS,0.001166457,6.92E-89,1.17E-03
RP11-793H13.11,0.001107556,7.09E-23,1.11E-03
ESM1,0.001489106,0.000480886,1.01E-03
PAQR6,0.000884544,1.23E-20,8.85E-04
GPR56,0.000884544,9.77E-93,8.85E-04
CTD-2342J14.6,0.000884544,9.43E-99,8.85E-04
ITGB3,0.000884544,2.92E-28,8.85E-04
DUSP8,0.000884544,7.02E-16,8.85E-04
ZNF286B,0.000667067,2.63E-86,6.67E-04
TIGD4,0.000667067,2.91E-12,6.67E-04
RP11-474G23.3,0.000649892,3.31E-89,6.50E-04
GREM2,0.000619383,4.10E-38,6.19E-04
AK5,0.000619383,4.32E-91,6.19E-04
GIMAP5,0.000767766,0.000152222,6.16E-04
CNR1,0.000500204,1.87E-43,5.00E-04
AC007381.2,0.000500204,7.02E-16,5.00E-04
ZNF813,0.000487543,5.54E-13,4.88E-04
TNFSF4,0.000487543,9.01E-10,4.88E-04
ISG15,0.000406037,1.01E-12,4.06E-04
RP11-139J15.7,0.000500204,0.000107592,3.93E-04
NUDT11,0.000373005,3.56E-18,3.73E-04
ZNF575,0.000276311,2.39E-45,2.76E-04
THBS1,0.000276311,4.67E-26,2.76E-04
MEOX1,0.000276311,1.46E-09,2.76E-04
IRGQ,0.000269583,9.55E-78,2.70E-04
RP11-473M20.14,0.000263256,1.37E-94,2.63E-04
NDUFV2,0.009802464,0.009543278,2.59E-04
TNFRSF13B,0.000203702,1.38E-57,2.04E-04
RP11-386G11.5,0.000203702,6.92E-89,2.04E-04
DSC2,0.000203702,1.38E-57,2.04E-04
LDHC,0.000203702,1.09E-40,2.04E-04
SPC25,0.000203702,2.71E-71,2.04E-04
CH25H,0.000198881,2.45E-62,1.99E-04
CTD-2165H16.4,0.000198881,1.32E-50,1.99E-04
TRPC1,0.000149361,5.27E-20,1.49E-04
EVL,0.000438875,0.000306012,1.33E-04
RP11-472G21.2,0.000108771,4.01E-63,1.09E-04
LGALS4,0.000108771,1.60E-42,1.09E-04
AC024940.1,0.000108771,3.56E-18,1.09E-04
BNC2,0.000108771,8.55E-15,1.09E-04
RP11-421L21.2,0.000108771,2.54E-11,1.09E-04
CDYL2,0.00010624,4.35E-11,1.06E-04
PPP1R13L,7.88E-05,7.60E-101,7.88E-05
CD19,7.88E-05,1.63E-27,7.88E-05
OSBPL7,7.88E-05,1.28E-97,7.88E-05
CD52,0.000102768,2.40E-05,7.88E-05
HOTAIRM1,7.70E-05,6.90E-98,7.70E-05
SRSF7,4.88E-05,5.78E-06,4.30E-05
C6orf48,0.00012779,8.54E-05,4.24E-05
NRARP,4.06E-05,2.91E-23,4.06E-05
CCDC74B,4.06E-05,6.17E-75,4.06E-05
RP11-166O4.6,4.06E-05,9.04E-34,4.06E-05
RP11-44F14.8,4.06E-05,1.79E-91,4.06E-05
RP4-728D4.2,4.06E-05,7.01E-07,3.99E-05
CCL28,3.89E-05,1.16E-85,3.89E-05
BLNK,3.82E-05,9.13E-41,3.82E-05
CTC-332L22.1,2.89E-05,3.58E-76,2.89E-05
PLXNA4,2.89E-05,2.39E-45,2.89E-05
AMIGO1,2.89E-05,4.23E-70,2.89E-05
ACY1,2.89E-05,6.04E-24,2.89E-05
SLC12A2,2.83E-05,1.44E-28,2.83E-05
LAMB1,2.83E-05,2.41E-85,2.83E-05
GNG7,2.83E-05,4.80E-19,2.83E-05
TIGD2,2.05E-05,2.07E-65,2.05E-05
GPR34,2.05E-05,2.91E-23,2.05E-05
RP11-242O24.5,2.05E-05,9.57E-09,2.05E-05
CACNB3,2.01E-05,7.69E-73,2.01E-05
KIAA1324,2.01E-05,1.71E-12,2.01E-05
MPZL2,1.44E-05,2.81E-21,1.44E-05
RP11-146F11.1,1.44E-05,9.52E-13,1.44E-05
TUBB1,1.41E-05,1.31E-48,1.41E-05
C6orf132,1.41E-05,2.36E-09,1.41E-05
TRIM45,1.01E-05,2.54E-11,1.01E-05
CASP9,9.89E-06,9.10E-92,9.89E-06
TMEM135,9.55E-06,6.35E-70,9.55E-06
HIST1H2AE,9.55E-06,6.02E-28,9.55E-06
S100A8,9.55E-06,3.12E-26,9.55E-06
CD74,8.45E-06,7.21E-10,8.45E-06
FGF9,7.02E-06,2.92E-28,7.02E-06
RP11-583F2.5,7.02E-06,2.87E-48,7.02E-06
RP11-950C14.3,7.02E-06,1.44E-66,7.02E-06
IGFBP7,7.02E-06,2.63E-86,7.02E-06
RP11-105N14.1,7.02E-06,2.91E-12,7.02E-06
GPR183,5.47E-05,4.92E-05,5.48E-06
EXD3,4.85E-06,9.43E-99,4.85E-06
MTUS1,4.85E-06,5.13E-29,4.85E-06
RP11-536K7.3,4.85E-06,1.37E-22,4.85E-06
CCDC180,4.85E-06,8.95E-19,4.85E-06
GJB6,4.85E-06,7.24E-11,4.85E-06
IL8,4.77E-06,4.63E-07,4.31E-06
